ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
214352,Lamar Institute of Technology,Lamar Institute of T,www.lit.edu,SWRO,PO Box 10043,,Beaumont,TX,2,,2673
214353,Le Cordon Bleu College of Culinary Arts: Miami,Le Cordon Bleu Coll,www.chefs.edu/Miami,SRO,3221 Enterprise Way,,Hollywood,FL,2,,
214354,L'Ecole Culinaire,L'Ecole Culinaire,www.lecoleculinaire.com,MRO,9811 South Outer Forty Drive,,St. Louis,MO,2,,
214379,Pennsylvania Academy of the Fine Arts,PA Academy of the Fi,www.pafa.edu,MSRO,128 North Broad Street,,Philadelphia,PA,5,,
214402,Lincoln Technical Institute: Northeast Philadelphia,Lincoln Technical In,www.lincolntech.com,MSRO,"2180 Hornig Road, Building A",,Philadelphia,PA,2,,
214435,Theological University of the Caribbean,Theological Univ of,www.utcpr.edu,IRO,PO Box 901,,Saint Just,PR,5,,
214448,West Virginia Junior College: Bridgeport,West Virginia JC Bri,www.wvjc.edu,MRO,176 Thompson Drive,,Bridgeport,WV,2,,
214451,Harrisburg University of Science and Technology,Harrisburg Universit,www.harrisburgu.edu,MSRO,326 Market Street,,Harrisburg,PA,5,,
214467,Stevens-Henager College: Logan,Stevens-Henager Coll,www.stevenshenager.edu,WRO,755 South Main,,Logan,UT,5,,
214468,University of the West,Univ of the West,www.uwest.edu,WRO,1409 North Walnut Grove Avenue,,Rosemead,CA,5,,
214472,Los Angeles County College of Nursing and Allied Health,Los Angeles County C,http://dhs.lacounty.gov/wps/portal/dhs/conah,WRO,1237 North Mission Road,,Los Angeles,CA,2,,
214488,Vatterott College: Joplin,Vatterott College: J,www.vatterott.edu,MRO,809 Illinois Avenue,,Joplin,MO,2,,
214489,Vatterott College: Quincy,Vatterott College: Q,www.vatterott.edu,MRO,3609 North Marx Drive,,Quincy,IL,2,,
214490,YTI Career Institute: Lancaster,YTI Career Institute,www.yti.edu,MSRO,3050 Hempland Road,,Lancaster,PA,2,,
214492,McCann School of Business and Technology: Dickson City,McCann Sch Business:,www.mccann.edu,MSRO,2227 Scranton Carbondale Highway,,Dickson City,PA,2,,
214493,Ex'pression College,Ex'pression Coll,www.expression.edu,WRO,6601 Shellmound Street,,Emeryville,CA,5,,
214495,College of Business and Technology: Hialeah,College of Bus & Tec,www.cbt.edu,SRO,935 West 49th Street Suite 203,,Hialeah,FL,2,,
214514,Fortis College: Orange Park,Fortis College: Oran,www.fortis.edu,SRO,560 Wells Road,,Orange Park,FL,2,,
214515,Remington College: Nashville,Remington Coll Nashv,http://nashville.remingtoncollege.edu,SRO,"441 Donelson Pike, Suite 150",,Nashville,TN,2,,
214516,Remington College: Greenspoint Campus,Remington Coll Green,http://greenspoint.remingtoncollege.edu,SWRO,"11310 Greens Crossing, Suite 300",,Houston,TX,2,,
214522,Kaplan College: Palm Springs,Kaplan College: Palm,www.kc-palmsprings.com,WRO,2475 East Tahquitz Canyon Way,,Palm Springs,CA,2,,
214523,Kaplan College: Salida,Kaplan College: Sali,www.modesto.kaplancollege.com,WRO,5172 Kiernan Court,,Salida,CA,2,,
214694,Herzing University,Herzing U,www.herzing.edu,MRO,"1600 South Arlington Street, Suite 100",,Akron,OH,2,,
214944,Hong Kong University of Science and Technology,Hong Kong Univ of Sc,https://www.ust.hk/,,"Clear Water Bay, Kowloon",,Hong Kong,,5,,
215145,Kent State University: Geauga,Kent State Univ: Gea,www.kent.edu/geauga,MRO,14111 Claridon Troy Road,,Burton,OH,2,,1955
226935,Pennsylvania College of Health Sciences,Pennsylvania Coll He,www.pacollege.edu,MSRO,850 Greenfield Road,,Lancaster,PA,5,64,1532
227266,Patrick Henry College,Patrick Henry Colleg,www.phc.edu,SRO,10 Patrick Henry Circle,,Purcellville,VA,5,,
227400,Paris College of Art,Paris College of Art,www.paris.edu,,"15, Rue Fânelon",,Paris,,5,,
227457,Northwest Kansas Technical College,Northwest Kansas Tec,www.nwktc.edu,MRO,1209 Harrison/PO Box 668,,Goodland,KS,2,,
227458,"Watkins College of Art, Design & Film","Watkins C Art, Desig",www.watkins.edu,SRO,2298 Rosa L. Parks Boulevard,,Nashville,TN,5,,
227553,Boston Baptist College,Boston Baptist Colle,www.boston.edu,NERO,950 Metropolitan Avenue,,Boston,MA,5,,
227717,University of Washington Bothell,Univ of Washington B,www.uwb.edu,WRO,Box 358500,,Bothell,WA,5,64,5329
227749,Concorde Career College: Garden Grove,Concorde Career Coll,www.concorde.edu,WRO,"12951 Euclid Street, #101",,Garden Grove,CA,2,,
227767,Career Training Academy: Pittsburgh,Career Training Acad,www.careerta.edu,MSRO,1500 Shoppes at Northway,,Pittsburgh,PA,2,,
227770,Nevada State College,Nevada State College,www.nsc.edu,WRO,1125 Nevada State Drive,,Henderson,NV,5,,4130
227781,National American University: Roseville,National American U,www.national.edu,MRO,1550 West Highway 36,,Roseville,MN,5,,
227783,Concorde Career College: San Bernardino,Concorde Career Coll,www.concorde.edu,WRO,201 East Airport Drive,,San Bernardino,CA,2,,
227793,Miller-Motte College: Cary,Miller-Motte College,www.miller-motte.edu,SRO,2205 Walnut Street,,Cary,NC,2,,
227808,Bryan University,Bryan University,www.bryanuniversity.edu,WRO,350 West Washington Street #100,,Tempe,AZ,2,,934
227810,Carrington College: Stockton,Carrington Coll: Sto,www.carrington.edu,WRO,"1313 West Robinhood Drive, Suite B",,Stockton,CA,2,,
227843,Georgia Gwinnett College,Georgia Gwinnett Col,www.ggc.edu,SRO,1000 University Center Lane,,Lawrenceville,GA,5,,11589
227845,American University of Afghanistan,American Univ of Afg,www.auaf.edu.af,,,,,,5,,
227848,Kanawha Valley Community and Technical College,Kanawha Valley Comm,www.kvctc.edu,MRO,2001 Union Carbide Drive,,South Charleston,WV,2,,
227849,California University of Management and Sciences,California U Managem,www.calums.edu,WRO,721 North Euclid Streeet,,Anaheim,CA,5,,9
227852,Randall University,Randall University,http://www.ru.edu/,SWRO,PO Box 7208,,Moore,OK,5,,
227862,Concorde Career College: San Diego,Concorde Career Coll,www.concorde.edu,WRO,4393 Imperial Avenue,,San Diego,CA,2,,
227863,North Georgia Technical College,North Georgia Techni,www.northgatech.edu,SRO,PO Box 65,,Clarkesville,GA,2,,2236
227868,Northwestern Health Sciences University,Northwestern Health,www.nwhealth.edu,MRO,2501 West 84th Street,,Bloomington,MN,3,,
227903,Triangle Tech: Bethlehem,Triangle Tech: Bethl,www.triangle-tech.edu,MSRO,3184 Airport Road,,Bethlehem,PA,2,,
227904,Aultman College of Nursing and Health Sciences,Aultman College of N,www.aultmancollege.edu,MRO,2600 Sixth Street SW,,Canton,OH,2,,
227913,Rasmussen College: Brooklyn Park,Rasmussen College: B,www.rasmussen.edu,MRO,8301 93rd Avenue North,,Brooklyn Park,MN,2,,
228075,SUM Bible College & Theological Seminary,SUM Bible Col & Theo,www.sum.edu,WRO,"1107 Investment Plaza, Suite 290",,El Dorado Hills,CA,5,,
228151,EDIC College,EDIC College,www.ediccollege.com,IRO,P.O. BOX 9120,,Caguas,PR,2,,
228196,Art Institute of California: Sacramento,Art Inst California,www.artinstitutes.edu/sacramento,WRO,"2850 Gateway Oaks Drive, Suite 100",,Sacramento,CA,4,,
228219,West Hills College: Lemoore,West Hills College:,www.westhillscollege.com,WRO,555 College Avenue,,Lemoore,CA,2,,
228456,University of Balamand,University of Balama,http://www.balamand.edu.lb/,,,,,,4,,
228464,Art Institute of Michigan,Art Institute of Mic,www.artinstitutes.edu/detroit,MRO,28175 Cabot Drive,,Novi,MI,5,,
228679,University of Washington Tacoma,Univ of Washington T,www.tacoma.uw.edu,WRO,"Campus Box 358400, 1900 Commerce Street",1900 Commerce St.,Tacoma,WA,5,60,4412
228797,University of Toronto,University of Toront,www.utoronto.ca,,172 St. George Street,,Toronto,,5,,
229030,Gutenberg College,Gutenberg College,www.gutenberg.edu,WRO,1883 University Street,,Eugene,OR,5,66,
229031,University of Minnesota: Rochester,Univ of Minnesota: R,http://r.umn.edu,MRO,"111 South Broadway, Suite 300",,Rochester,MN,5,68,459
229311,International Christian University,International Christ,https://www.icu.ac.jp/en/index.html,,,,,,5,,
229355,New Saint Andrews College,New St Andrews Coll,www.nsa.edu,WRO,PO Box 9025,,Moscow,ID,5,63,136
229356,University of Waterloo,University of Waterl,www.uwaterloo.ca,,200 University Avenue West,,Waterloo,,9,,
229533,National College: Youngstown,National College: Yo,www.national-college.edu,MRO,3487 Belmont Avenue,,Youngstown,OH,2,,
229534,National College: Bartlett,National Coll: Bartl,www.ncbt.edu,SRO,5760 Stage Road,,Bartlett,TN,2,,
229536,National College: Cincinnati,National College: Ci,www.national-college.edu,MRO,6871 Steger Drive,,Cincinnati,OH,2,,
229582,American National University: Indianapolis,American Nat U: Indi,https://www.an.edu,MRO,6060 Castleway Drive West,,Indianapolis,IN,2,,
229584,National College: Madison,National C: Madison,www.national-college.edu,SRO,900 Madison Square,,Madison,TN,2,,
229586,National College: Memphis,National Coll: Memph,www.ncbt.edu,SRO,"3545 Lamar Avenue, Suite 1",,Memphis,TN,2,,
229587,National College: Stow,National College: St,www.national-college.edu,MRO,3855 Fishcreek Road,,Stow,OH,2,,
229675,Jacobs University Bremen,Jacobs University Br,https://www.jacobs-university.de/,,,,,,4,,
229694,Queen's University,Queen's Univ,www.queensu.ca,,74 Union Street,,Kingston,,5,,
230057,Trident University International,Trident Univ Interna,www.trident.edu,WRO,"5757 Plaza Drive, Suite 100",,Cypress,CA,5,,
230166,Argosy University: Online,Argosy University: O,www.online.argosy.edu,WRO,2233 West Dunlap Avenue,,Phoenix,AZ,5,,
242908,Clinton College,Clinton C,www.clintoncollege.edu/,SRO,1029 Crawford Road,,Rock Hill,SC,2,,
243290,International Baptist College,International Baptis,www.ibcs.edu,WRO,2211 West Germann Road,,Chandler,AZ,5,,
243480,Fiath International University,Faith International,www.faithseminary.edu,WRO,3504 North Pearl Street,,Tacoma,WA,5,,
243522,American University of Kuwait,American University,www.auk.edu.kw,,PO Box 3323,,Safat,,5,,
243598,Virginia University of Lynchburg,Virginia University,www.vul.edu,SRO,2058 Garfield Avenue,,Lynchburg,VA,5,,
243734,College of Western Idaho,College of Western I,www.cwidaho.cc,WRO,"MS 1000, PO Box 3010",Suite 312,Nampa,ID,2,,10002
243973,Bryan College of Health Sciences,Bryan College of Hea,www.bryanhealthcollege.edu,MRO,1535 South 52nd Street,,Lincoln,NE,5,,
243975,Gateway Community and Technical College,Gateway Communty & T,www.gateway.kctcs.edu,SRO,500 Technology Way,,Florence,KY,2,,2676
244041,McNally Smith College of Music,McNally Smith Colleg,www.mcnallysmith.edu,MRO,19 Exchange Street East,,St. Paul,MN,5,,
244802,Visible Music College,Visible Music Colleg,www.visible.edu,SRO,200 Madison Avenue,,Memphis,TN,4,,
246003,Virginia Baptist College,Virginia Baptist Col,www.vbc.edu,SRO,4105 Plank Road,,Fredericksburg,VA,5,,180
246005,Trinity Baptist College,Trinity Baptist Coll,www.tbc.edu,SRO,800 Hammond Boulevard,,Jacksonville,FL,5,43,
246006,California Christian College,California Christian,www.calchristiancollege.edu,WRO,5364 East Belmont,,Fresno,CA,5,,
246039,Virginia College in Montgomery,Virginia College in,www.vc.edu,SRO,6200 Atlanta Highway,,Montgomery,AL,2,,
246040,Culinary Institute LeNotre,Culinary Institute L,www.culinaryinstitute.edu,SWRO,7070 Allensby Street,,Houston,TX,2,,307
246146,Bob Jones University,Bob Jones University,www.bju.edu,SRO,1700 Wade Hampton Boulevard,,Greenville,SC,5,67,
246175,Mahidol University International College,Mahidol Univ Intrnl,http://www.muic.mahidol.ac.th/eng/,,,,,,5,,
246180,Tillamook Bay Community College,Tillamook Bay Comm C,www.tbcc.cc.or.us,WRO,4301 Third Street,,Tillamook,OR,2,,
246210,Georgia Northwestern Technical College,Georgia Northwestern,www.gntc.edu,SRO,One Maurice Culberson Drive,,Rome,GA,2,,3889
246213,Luther Rice College and Seminary,Luther Rice Coll and,www.lutherrice.edu/index.cms,SRO,3038 Evans Mill Road,,Lithonia,GA,5,,
246214,Remington College: Shreveport,Remington Coll Shrev,http://shreveport.remingtoncollege.edu,SRO,2106 W Bert Kouns Industrial Loop,,Shreveport,LA,2,,
246216,Southern California Seminary,Southern California,www.socalsem.edu,WRO,2075 East Madison Avenue,,El Cajon,CA,5,,
246532,Shasta Bible College and Graduate School,Shasta Bible College,www.shasta.edu,WRO,2951 Goodwater Avenue,,Redding,CA,5,,
246534,Midwest University,Midwest University,www.midwest.edu,MRO,851 Parr Road,,Wentzville,MO,3,,
246535,Horizon University,Horizon University,www.horizonuniversity.edu,WRO,5331 Mount Alifan Drive,,San Diego,CA,5,,
246697,Carrington College: Citrus Heights,Carrington Coll: Cit,www.carrington.edu,WRO,"7301 Greenback Lane, Suite A",,Citrus Heights,CA,2,,
246698,Rasmussen College: Aurora,Rasmussen College: A,www.rasmussen.edu,MRO,"2363 Sequoia Drive, Suite 131",,Aurora,IL,2,,
246699,Lincoln College of Technology: Grand Prairie,Lincoln Coll of Tech,www.lincolntech.com,SWRO,2915 Alouette Drive,,Grand Prairie,TX,2,,
246992,Rasmussen College: Lake Elmo/Woodbury,Rasmussen College: L,www.rasmussen.edu,MRO,8565 Eagle Point Circle,,Lake Elmo,MN,5,,
246993,Rasmussen College: Fort Myers,Rasmussen College: F,www.rasmussen.edu,SRO,"9160 Forum Corporate Parkway, Suite 100",,Fort Myers,FL,5,,
246994,Rasmussen College: Green Bay,Rasmussen College: G,www.rasmussen.edu,MRO,"904 South Taylor Street, Suite 100",,Green Bay,WI,2,,
246995,Rasmussen College: Rockford,Rasmussen College: R,www.rasmussen.edu,MRO,"6000 East State Street, Fourth Floor",,Rockford,IL,2,,
247131,Santa Barbara Business College: Rancho Mirage,Santa Barbara BC: Ra,www.sbbcollege.edu,WRO,34275 Monterey Avenue,,Rancho Mirage,CA,2,,
247175,University of South Florida: Sarasota-Manatee,Univ South Florida S,www.usfsm.edu,SRO,8350 North Tamiami Trail,,Sarasota,FL,5,,1869
248136,Eastern International College,Eastern Internationa,www.eicollege.edu,MSRO,684 Newark Avenue,,Jersey City,NJ,2,,
248148,St. Thomas University,St. Thomas Univ,www.stu.ca,,51 Dineen Drive,,Fredericton,,5,,
254132,Virginia College in Augusta,Virginia College in,www.vc.edu/campus/augusta-georgia-college.cfm,SRO,2807 Wylds Road Ext.,,Augusta,GA,2,,
254276,Forman Christian College,Forman Christian Col,http://www.fccollege.edu.pk/,,Ferozepur Road,,Lahore,,5,,
254297,University of North Texas at Dallas,Univ of North Texas,www.untdallas.edu,SWRO,7300 University Hills Boulevard,,Dallas,TX,5,,2665
255383,Harrison College: Grove City,Harrison College: Gr,www.harrison.edu,MRO,3880 Jackpot Road,,Grove City,OH,2,,
255635,Les Roches International School of Hotel Management Marbella,Les Roches Marbella,www.lesroches.es,,"Urb. Lomas de Rio Verde, Crta. Istan Km 1",,Marbella,,4,,
255638,Sciences PO,Sciences PO,www.sciencespo.fr/,,,,,,4,,
255832,University of Edinburgh,Univ of Edinburgh,https://www.ed.ac.uk/,,International Office,33 Buccleuch Place,Edinburgh,,9,,
256057,BridgeValley Community and Technical College,BridgeValle Comm and,www.bridgevalley.edu,MRO,619 Second Avenue,,Montgomery,WV,2,,
256152,SciencesPo,SciencesPo,www.sciencespo.fr,,"27, rue Saint-Guillaume",,75337 Paris Cedex 07,,4,,
256486,Stanbridge University,Stanbridge U,www.stanbridge.edu,WRO,"2041 Business Center Drive, Suite 107",,Irvine,CA,5,,
257238,Coyne College,Coyne College,www.coynecollege.edu,MRO,330 North Green Street,,Chicago,IL,2,,
257270,Argosy University: Dallas,Argosy University: D,www.argosy.edu/dallas,SWRO,"5001 Lyndon B. Johnson Freeway, Heritage Square",,Farmers Branch,TX,5,,
257271,Argosy University: Denver,Argosy University: D,www.argosy.edu/locations/denver,WRO,7600 East Eastman Avenue,,Denver,CO,5,,
257272,Argosy University: Hawaii,Argosy University: H,www.argosy.edu/hawaii,WRO,"400 ASB Tower, 1001 Bishop Street",,Honolulu,HI,5,,
257273,Argosy University: Inland Empire,Argosy University: I,www.argosy.edu/inlandempire,WRO,"3401 Centre Lake Drive, Suite 200",,Ontario,CA,5,,
257274,Argosy University: Los Angeles,Argosy University: L,www.argosy.edu/locations/los-angeles,WRO,"5230 Pacific Concourse, Suite 200",,Los Angeles,CA,5,,
257275,Argosy University: Nashville,Argosy University: N,www.argosy.edu/nashville,SRO,"100 Centerview Drive, Suite 225",,Nashville,TN,5,,
257276,Argosy University: Orange County,Argosy University: O,www.argosy.edu/orangecounty,WRO,601 South Lewis Street,,Orange,CA,5,,
257277,Argosy University: Phoenix,Argosy University: P,www.argosy.edu/phoenix,WRO,2233 West Dunlap Avenue,,Phoenix,AZ,5,,
257278,Argosy University: Salt Lake City,Argosy University: S,www.argosy.edu,WRO,"121 Election Road, Suite 300",,Draper,UT,5,,
257279,Argosy University: San Diego,Argosy University: S,www.argosy.edu/locations/san-diego,WRO,1615 Murray Canyon Road,,San Diego,CA,5,,
257280,Argosy University: San Francisco Bay Area,Argosy University: S,www.argosy.edu/sanfrancisco,WRO,1005 Atlantic Avenue,,Alameda,CA,5,,
257281,Argosy University: Sarasota,Argosy University: S,www.argosy.edu/locations/sarasota,SRO,5250 17th Street,,Sarasota,FL,5,,
257282,Argosy University: Schaumburg,Argosy University: S,www.argosy.edu/schaumburg,MRO,"999 North Plaza Drive, Suite111",,Schaumburg,IL,5,,
257283,Argosy University: Seattle,Argosy University: S,www.argosy.edu/seattle,WRO,2601-A Elliott Avenue,,Seattle,WA,5,,
257284,Argosy University: Tampa,Argosy University: T,www.argosy.edu/tampa,SRO,1403 North Howard Avenue,,Tampa,FL,5,,
257285,Argosy University: Washington D.C.,Argosy University: W,www.argosy.edu/washingtondc,SRO,"1550 Wilson Boulevard, Suite 600",,Arlington,VA,5,,
257324,Coastal Pines Technical College,Coastal Pines Tech C,www.coastalpines.edu,SRO,1701 Carswell Avenue,,Waycross,GA,2,,1570
257325,National College: Columbus,National College: Co,www.ncbt.edu,MRO,5665 Forest Hills Boulevard,,Columbus,OH,2,,
257326,Rasmussen College: Romeoville/Joliet,Rasmussen College: R,www.rasmussen.edu,MRO,400 West Normantown Road,,Romeoville,IL,2,,
257327,Rasmussen College: Wausau,Rasmussen College: W,www.rasmussen.edu,MRO,1101 Westwood Drive,,Wausau,WI,2,,
257624,Mount Allison University,Mount Allison Univer,http://www.mta.ca/Prospective/Default.aspx,,,,,,5,,
257625,Dalhousie University,Dalhousie University,www.dal.ca,,"Room 130, 6299 South Street, Henry Hicks Academic Admin Building, PO Box 15000",,Halifax,,5,,
258090,Florida Career College: Boynton Beach,Florida Career Coll,www.careercollege.edu,SRO,1749 North Congress Avenue,,Boynton Beach,FL,5,,
258091,Florida Career College: Jacksonville,Florida Career Coll,www.careercollege.edu,SRO,6600 Youngerman Circle,,Jacksonville,FL,5,,
258092,Florida Career College: Riverview,Florida Career Coll,www.careercollege.edu,SRO,2662 South Falkenburg Road,,Riverview,FL,5,,
258281,Keio University,Keio U,https://www.keio.ac.jp/en/,,,,,,5,,
258293,Sophia University,Sophia U,www.sophia.ac.jp/,,,,,,5,,
258309,University of Dundee,U Dundee,www.dundee.ac.uk,,,,,,5,,
258313,University of Sydney,Univ of Sydney,https://sydney.edu.au/,,,,,,9,,
258396,Ryerson University,Ryerson U,https://www.ryerson.ca/,,,,,,5,,
258406,Bishops University,Bishops Univ,www.ubishops.ca,,,,,,5,,
258412,University of Glasgow,Univ of Glasgow,www.gla.ac.uk,,,,,,5,,
258420,Heriot-Watt University,Heriot-Watt U,www.hw.ac.uk,,,,,,,,
258422,St. Francis Xavier University,St. Francis Xavier U,https://www.stfx.ca,,P.O. Box 5000,,Antigonish,,5,,
258457,Ritsumeikan Asia Pacific University,Ritsumeikan Asia Pac,http://en.apu.ac.jp,,Jumonjibaru 1-1,,Beppu,,5,,
258671,Methodist College,Methodist College,www.methodistcol.edu,MRO,7600 North Academic Drive,,Peoria,IL,5,,639
259009,American University of Rome,American University,www.aur.edu/american-university-rome,,"Via Pietro Roselli, 2",Suite 409,Rome,,5,,
259028,Koc University,Koc Univ,www.ku.edu.tr/en,,Rumelifeneri Yolu,,Istanbul,,5,,
259067,Vesalius College,Vesalius College,www.vesalius.edu,,Pleinlaan 2,,Brussels,,4,,
259181,Temple University: Japan,Temple Univ: Japan,http://www.tuj.ac.jp/,,,,,,5,,
